Product ID,Product Position,Promotion,Seasonal,Sales Volume,price,terms,section,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50
185102,1,2,2,2823,19.99,1,2,107.70525368722633,430.6703513826437,36.99276727146819,-129.82753828122432,281.6369808863716,16.287029424541014,76.09141705574915,-52.07995257612858,-201.21697880934903,-197.0753443309017,-34.80570496180295,23.380347909606336,-27.392998773375226,47.04779037830177,-56.10601744505446,-5.314535979443443,55.21761422350258,-86.25898189087312,-39.881700359883,-37.64016699882559,-105.30362268830693,-112.27147063226614,114.71801114650653,37.77389204958779,-21.726308466705486,82.88384103861554,-34.112948210842404,-20.608963229138528,-78.49769876154356,-109.30779535950315,-29.053660168659523,-104.47102653326326,137.42470418123585,-166.0783860394969,128.35996205299585,-11.868170588600094,-41.527958920967635,159.602352983553,27.24647238761028,-66.98819061157121,28.92584392397399,90.11508014381921,162.47785166233896,7.284452859519569,-12.601549090820235,27.059639354105755,-66.76137795974527,78.93696400459285,119.18594027212967,159.18203294451965
185102,1,2,2,2823,19.99,1,2,-358.30286100247395,99.23199392641519,-203.63220191031914,-84.09405725168715,18.131671006384504,107.8696490159916,18.412921362445683,-34.823579382513564,-75.72087034496475,-41.4444484235872,-65.96533254659218,-13.17328289794916,96.10832359427883,42.002415491510945,-48.58324172839632,21.116316272875846,112.2293730537309,-83.39972657070231,-80.04263310117807,-52.33423320357965,3.815612609016907,-32.001173449395786,36.79106854799413,71.26701152595209,23.169435824108227,-10.678601528999678,35.40051520035231,-75.17384324869053,-3.701309046980078,35.22176552859552,-50.075682608158274,-88.63965292398325,-36.10616551169723,-46.44135580498261,83.4396032004347,-48.05361047324681,79.61456190164023,-18.39680987756953,-3.0166911050002825,-3.653835651643699,103.0710455004398,148.08211370536654,30.291631012907626,-73.59252131072012,-2.629636248747554,22.05540738646257,-31.25752920018259,38.91121508258368,34.23723200246063,-40.043959197740826
185102,1,2,2,2823,19.99,1,2,278.932009477711,-220.40322501657693,-161.71742193774637,188.94729755516536,127.58584147309698,113.16003491684687,0.7685692971552679,-115.91320431034221,-50.68464336138836,-77.28288189509881,-104.87482402994671,-6.825626653844385,-43.0131443596282,-5.8041040148482015,-59.044732545874346,-82.04467186104493,44.25082148567373,-76.10555683043988,22.119140192130214,182.0494528426093,-90.7573401822016,28.214355540509516,-127.94142443305894,29.38799193230545,-118.27767647985671,-5.216475443459084,161.5173215046465,-25.623346556308107,-43.42876447399816,-9.785028145174405,-107.5974432868467,-6.99056763552372,73.67762715896485,66.10232831525354,-31.59333955445205,-29.11077481743849,65.38506921473204,79.61584450183395,-6.638219955930156,111.562320017724,-5.201297629610687,71.88476225268161,-8.555083974990048,19.56975542600609,-78.72179276126184,-138.10413491568053,154.33540275918887,-54.662399443529786,-10.892894617492729,-13.413239436186089
185102,1,2,2,2823,19.99,1,2,379.20416826909695,245.8053419070926,119.82209060429946,19.163428535047533,-48.84653865673826,228.46538326318264,90.58611922815354,139.7387436595253,105.96290607146584,-47.99258071270379,-46.73149012477359,-13.642963165244796,-24.03272011073962,-110.82319966476774,1.3607874985341608,-219.5366029260423,-10.749605086613068,-114.25599956148174,4.881743297045289,119.44949223375174,-112.51890179268202,60.1568046119196,39.69949073308812,23.76130646286024,-12.91876547668217,115.49831124976691,130.46488044619502,-110.05895258929482,-14.348484956671426,-26.280772255927204,-13.762553280763793,53.070590784249546,78.0455862678357,35.56085733379696,8.321557786140083,-44.29944011806317,131.71605154261442,141.76144533973672,-19.236399591487643,43.78240570949213,34.80330807143659,196.92213547983562,75.95954993472097,1.4225737153606866,-53.38610353645201,-42.71190375463878,14.989004317083493,-91.8175744965658,4.552326294343425,172.60447630179655
185102,1,2,2,2823,19.99,1,2,78.9121841660119,-279.2077633057735,-31.712058124667653,-37.85754402658625,45.10151149948708,40.98669315903924,-59.07182347436219,-8.564078603909635,-40.92591867265508,-70.48963367033417,47.76026346873938,-50.71027705245456,-55.49659291206712,34.42373781470557,-18.474552438723045,-55.62289136143558,-17.41559410197387,-31.652888596404644,22.67774197784362,-24.24345332334769,1.2688710685620899,35.319361956246276,-91.28691521497527,-18.668573535929525,-22.007661880555915,21.787839689511546,27.803828506882006,-45.25606422795732,-30.558023480534143,-9.72902133538532,-23.742531298434045,-8.819616533445714,60.077981327847645,7.0773203348458145,-10.36897262098335,13.352885173596826,-30.592602345614775,75.5168405419499,6.908476911683813,29.135326712255907,8.287705140460785,6.161744633376082,-9.400553998201243,9.996870417949054,-10.318217594605937,-63.24481553620059,31.91300282037195,-73.97521445232111,-38.915665473441884,-58.62099142826124
185102,1,2,2,2823,19.99,1,2,109.11793401646858,102.26407592747552,46.935052835027,-52.20230307100942,90.35607165941826,-12.093537428620984,173.43982612160184,-73.54634734529573,-211.18659344993432,-177.28511174748417,-69.97940025801294,-6.993902888521544,-59.58356004823837,33.49425612481955,-116.22130884186468,-93.67339266854607,12.01854443622484,-82.3231252976274,-15.478534787652428,-8.638075022232632,-18.91945900001689,68.19963578610307,70.8320002460362,-95.83968438999315,80.49473068463489,-16.264604020950266,-110.61479259874098,-57.4699799886852,-103.67912090686522,-1.7502479212271662,19.637335449156023,13.97945029773623,-49.08729960328373,-60.69306251558489,91.31487171933489,75.36555331162211,-18.633796315701513,77.90558321640188,29.589034456543896,8.983504899354323,96.93765928001154,92.52355017027193,117.78802435218215,-1.030956744701703,-35.55563035678496,25.332798737979836,-34.858738156640115,70.82340688919864,-12.170574389499677,-6.152322047755613
188771,1,2,2,654,169.0,1,2,-76.11458493978841,-84.36042096025803,319.97897255416984,-139.99755999512624,-293.54276363108414,3.971013550231891,-100.61894595262625,-104.34125847766965,-88.21106172150462,-62.81478949495244,-61.294645747219434,-58.46314510849132,-67.69342002091894,-88.97742709613064,-129.43610134648426,-4.032336168063079,-37.38106594669087,-49.79514537232085,38.94078583792721,94.42136254874937,26.165162565855386,-30.751303976996596,-60.12974849323476,109.18033795990864,-101.98027609936578,-19.28497394739366,-58.239265975552435,-31.61375916627466,-51.79665528297313,91.26564675705212,54.33288829982511,65.17214465394649,-32.294730435621915,-43.898726410670854,-24.040154525611122,-105.7091977683449,-67.14021087868839,55.96032155990819,-39.048397175355234,-36.989779130849755,-0.023933622233972267,1.5461282175874733,-30.14721049011903,53.05512946448638,61.58021000296477,12.135768740907746,10.704955065623325,60.550249678320284,10.313444828531036,-43.379638051805294
188771,1,2,2,654,169.0,1,2,271.83046613842606,-398.37842941506625,-194.03321840373175,119.16121302184725,50.98886717679747,-6.765253018716981,-80.35772663750423,79.42866659246747,-116.51388947955897,9.16274154157631,-40.3267350686123,-58.09324932559811,-24.780041065293815,60.50443699701337,-32.29422271520739,-62.34517597602711,-13.947794376345316,-12.793570293139796,24.34399816865386,-23.38125878833251,26.18360852376735,47.50592014899938,12.860694102144263,17.749530427769272,-41.67924428711138,57.98413708502376,2.093351893354124,-88.79971250012328,10.198593854844546,4.7004057891133275,-52.185029294744716,37.52967272773229,22.96144269971253,-35.04289634864622,-35.70930480604385,29.71521248250952,-65.43364278013885,-73.71421861126441,0.1212903824639956,18.547872398983344,-86.91668618257386,-16.412471187469084,-31.479548361291005,-15.761426562902722,18.61675527745469,59.330251093423946,-10.4150232485682,25.97647319029444,-24.503274113905093,71.06651565102317
188771,1,2,2,654,169.0,1,2,590.7569316110017,362.1543613123459,-50.415883209664564,139.7920153123032,-174.5889201536838,76.33694378757569,110.90440827233915,424.9384653287933,-190.41939047572134,-16.076629512609312,159.92345698893516,-24.68910835098163,-25.866240608721203,-19.55592193230886,-105.21195752293033,312.66236853894884,-70.24499186302026,56.63240273647595,-28.97972751179691,-28.83769565958007,-28.326524996746087,17.31848505269437,70.91772077330258,72.61761919257641,16.95358868930647,-1.0931007033724172,-0.9617244344388861,93.97773587802021,34.31797220541842,157.2201120056629,24.754658594846646,-100.28185394863628,-73.34332327876021,110.59243397869979,-60.927331541943076,72.72020456772222,12.764337906449443,44.17628871439204,35.29922492277523,-12.170801334148088,47.7641773121675,-84.2205103978822,59.81154978735324,-67.21480710649139,-16.425634732941262,41.90571482714447,22.550082154722823,55.04885531633187,-35.53500073121809,5.7952783306609685
188771,1,2,2,654,169.0,1,2,-152.79746326127764,-107.86885942572343,168.1074336794629,4.1447811170271,-105.04461297122604,-176.61959853461164,98.5769356526227,124.730964840504,-30.06299194272275,38.83785470369695,67.93798883578624,55.43128296752438,-78.63921902962728,24.23614634882887,-80.75685754550476,87.30701172066837,-108.3660541559289,-84.12474948010316,-85.28007707934209,-43.669977624665194,-86.07835381827391,0.6100872529708434,-66.07525455669114,57.05747821181879,43.07755293595191,-34.81393223576856,20.29865948336039,80.82625025461815,84.09846936761495,45.90348968794454,-69.3095810688042,37.1819002507712,1.0535229102278787,-0.1995086030880833,-9.536424912798239,-38.9737550958887,13.138999000085951,-103.32596443676177,22.92294601336682,35.09374595175665,53.41830103726426,-11.644967840356063,-38.074643462499544,-2.2075302284540372,21.087653343073605,-62.77946328774433,-51.03318316272918,-71.5807313963136,41.10504092998869,22.302348161394924
